IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West
8/11/2021 19:35,17086.28711,2655.961426,4445.34668,1832.81311,22379.01367,11555.39746,5351.241699,1909.829102
8/11/2021 19:40,17051.76758,2643.104004,4445.157227,1820.461792,22279.38281,11501.0127,5330.936523,1904.793579
8/11/2021 19:45,17017.97266,2629.302246,4444.797852,1807.694946,22176.74023,11444.06445,5309.998535,1899.577393
8/11/2021 19:50,16984.9043,2614.556396,4444.268066,1794.512695,22071.08203,11384.55371,5288.426758,1894.18042
8/11/2021 19:55,16952.56055,2598.866455,4443.567871,1780.914795,21962.41016,11322.48047,5266.221191,1888.602783
8/11/2021 20:00,16975.02148,2534.802002,4443.088867,1734.1604,21865.11133,11263.00293,5221.565918,1877.114746
8/11/2021 20:05,16920.78711,2526.539063,4441.367188,1725.593018,21789.83398,11217.51367,5207.75293,1872.730957
8/11/2021 20:10,17125.19141,2486.293945,4492.162109,1754.999512,21760.28516,11257.05078,5174.327637,1877.667725
8/11/2021 20:15,16814.56055,2510.578613,4436.933594,1709.472168,21646.75586,11129.21484,5181.936523,1864.330688
8/11/2021 20:20,16762.56836,2502.881348,4434.222168,1701.918701,21578.95508,11086.40625,5169.933105,1860.314331
8/11/2021 20:25,16982.74219,2472.107666,4492.989258,1739.454712,21602.83398,11158.78418,5152.346191,1866.395264
8/11/2021 20:30,16660.82422,2488.052246,4427.80957,1687.825684,21450.82813,11003.46875,5147.736328,1852.648926
8/11/2021 20:35,16611.07422,2480.92041,4424.108398,1681.286011,21390.50195,10963.34082,5137.54248,1849
8/11/2021 20:40,16562.07031,2473.977295,4420.077637,1675.084473,21332.66602,10924.10645,5127.952148,1845.473511
8/11/2021 20:45,16513.81641,2467.222656,4415.716309,1669.220825,21277.32422,10885.76563,5118.965332,1842.069458
8/11/2021 20:50,16728.60742,2439.452881,4483.680664,1713.91272,21286.01172,10964.27148,5096.049316,1848.143799
8/11/2021 20:55,16675.27148,2431.570557,4480.21582,1708.859131,21214.48633,10920.75977,5081.84082,1844.573975
8/11/2021 21:00,16621.09961,2423.237305,4476.216797,1703.823975,21140.24023,10875.70996,5066.649414,1841.030884
8/11/2021 21:05,16566.09375,2414.453857,4471.683105,1698.807129,21063.27539,10829.12402,5050.474609,1837.514526
8/11/2021 21:10,16897.10547,2415.909912,4518.416016,1673.706909,20926.28711,10862.79004,5048.252441,1771.158325
8/11/2021 21:15,16453.57031,2395.535156,4461.013184,1688.828247,20901.18555,10731.34277,5015.176758,1830.562378
8/11/2021 21:20,16396.05469,2385.399902,4454.876465,1683.866211,20816.06055,10680.14648,4996.053223,1827.126465
8/11/2021 21:25,16720.66016,2377.663818,4497.086914,1656.664185,20644.41016,10694.50195,4981.430664,1761.967041
8/11/2021 21:30,16278.51465,2363.777832,4441,1673.997192,20637.64844,10573.14551,4954.856934,1820.334961
8/11/2021 21:35,16218.49023,2352.29126,4433.260254,1669.090088,20544.36133,10517.33887,4932.78418,1816.979492
8/11/2021 21:40,16157.62988,2340.35376,4424.986328,1664.201416,20448.35547,10459.99707,4909.728516,1813.650757
8/11/2021 21:45,16481.87695,2328.402344,4460.391602,1630.771851,20235.35156,10456.95508,4886.974609,1751.849854
8/11/2021 21:50,16033.40234,2315.127686,4406.834961,1654.47876,20248.18359,10340.70117,4860.667969,1807.073608
8/11/2021 21:55,16360.97461,2304.514404,4438.504883,1616.467773,20016.58203,10332.54004,4837.449219,1747.707397
8/11/2021 22:00,16300.14648,2292.756104,4426.676758,1608.976318,19903.63672,10268.92188,4812.112305,1745.865234
8/11/2021 22:05,16239.06543,2281.121582,4414.258789,1601.258423,19788.32031,10204.36328,4786.392578,1744.175781
8/11/2021 22:10,16177.7334,2269.61084,4401.251465,1593.314209,19670.62891,10138.86523,4760.289551,1742.639038
8/11/2021 22:15,16116.14941,2258.224121,4387.653809,1585.143677,19550.56445,10072.42676,4733.804199,1741.254883
8/11/2021 22:20,16201.58398,2279.70459,4396.429199,1565.991089,19348.99805,10100.35938,4690.906738,1694.772583
8/11/2021 22:25,15992.22656,2235.821777,4358.689941,1568.123657,19303.31641,9936.728516,4679.684082,1738.944824
8/11/2021 22:30,15929.8877,2224.806396,4343.322754,1559.27417,19176.13281,9867.469727,4652.050293,1738.018799
8/11/2021 22:35,15867.29688,2213.914795,4327.366211,1550.198364,19046.57617,9797.270508,4624.033203,1737.245483
8/11/2021 22:40,15896.05371,2221.583496,4339.031738,1528.211426,18842.72461,9821.983398,4579.27002,1683.011719
8/11/2021 22:45,15741.36035,2192.50293,4293.683594,1531.367676,18780.3418,9654.050781,4566.850098,1736.156982
8/11/2021 22:50,15678.01465,2181.982666,4275.95752,1521.612915,18643.66406,9581.030273,4537.68457,1735.841797
8/11/2021 22:55,15670.91113,2180.378174,4300.647949,1502.000977,18469.14648,9613.905273,4497.062988,1672.761963
8/11/2021 23:00,15596.62695,2167.097412,4288.741699,1493.668701,18345.78711,9544.679688,4469.950195,1669.073242
8/11/2021 23:05,15522.72363,2154.043945,4277.279785,1485.53894,18223.01172,9475.521484,4442.981934,1665.248291
8/11/2021 23:10,15449.20215,2141.217529,4266.262207,1477.611328,18100.82031,9406.429688,4416.158691,1661.287354
8/11/2021 23:15,15241.75488,2021.254639,4299.093262,1491.16626,17984.71094,9343.237305,4337.805664,1644.480347
8/11/2021 23:20,15303.30371,2116.246338,4245.55957,1462.363159,17858.18555,9268.448242,4362.946289,1652.957153
8/11/2021 23:25,15230.92676,2104.101563,4235.874512,1455.042603,17737.74414,9199.557617,4336.557129,1648.587891
8/11/2021 23:30,15158.93164,2092.184082,4226.633301,1447.924316,17617.88672,9130.734375,4310.312988,1644.08252
8/11/2021 23:35,15087.31738,2080.493652,4217.836914,1441.008423,17498.61328,9061.978516,4284.213379,1639.44104
8/11/2021 23:40,14876.68945,1944.365356,4250.79248,1455.960449,17415.25195,8998.057617,4206.856445,1622.499512
8/11/2021 23:45,14807.47266,1930.626953,4241.821777,1448.881226,17306.66211,8932.375,4182.189941,1618.696411
8/11/2021 23:50,14739.52051,1917.435059,4233.080078,1441.789185,17199.83984,8867.810547,4158.030762,1615.090942
8/11/2021 23:55,14804.67676,2036.004028,4187.092773,1415.367798,17027.34961,8787.624023,4181.263672,1619.51416
8/12/2021 0:00,14734.96973,2025.449707,4180.51709,1409.463379,16910.99219,8719.203125,4155.887695,1614.192261
