second,I_red_angle(rad)
0,-2.6432,-2.6904,-2.7237,-2.569,-2.2128
1,-2.6432,-2.6904,-2.7237,-2.5691,-2.2128
2,-2.6432,-2.6904,-2.7237,-2.5691,-2.2129
3,-2.6432,-2.6905,-2.7237,-2.5691,-2.2129
4,-2.6433,-2.6905,-2.7238,-2.5692,-2.2129
5,-2.6433,-2.6905,-2.7238,-2.5692,-2.213
6,-2.6433,-2.6905,-2.7238,-2.5693,-2.213
7,-2.6434,-2.6906,-2.7239,-2.5693,-2.213
8,-2.6434,-2.6906,-2.7239,-2.5693,-2.213
9,-2.6434,-2.6906,-2.7239,-2.5694,-2.2131
10,-2.6435,-2.6907,-2.724,-2.5694,-2.2131
11,-2.6435,-2.6907,-2.724,-2.5694,-2.2131
12,-2.6435,-2.6907,-2.724,-2.5695,-2.2132
13,-2.6435,-2.6908,-2.724,-2.5695,-2.2132
14,-2.6436,-2.6908,-2.7241,-2.5696,-2.2132
15,-2.6436,-2.6908,-2.7241,-2.5696,-2.2132
16,-2.6436,-2.6908,-2.7241,-2.5696,-2.2133
17,-2.6437,-2.6909,-2.7242,-2.5697,-2.2133
18,-2.6437,-2.6909,-2.7242,-2.5697,-2.2133
19,-2.6437,-2.6909,-2.7242,-2.5697,-2.2134
20,-2.6437,-2.691,-2.7243,-2.5698,-2.2134
21,-2.6438,-2.691,-2.7243,-2.5698,-2.2134
22,-2.6438,-2.691,-2.7243,-2.5699,-2.2134
23,-2.6438,-2.6911,-2.7244,-2.5699,-2.2135
24,-2.6439,-2.6911,-2.7244,-2.5699,-2.2135
25,-2.6439,-2.6911,-2.7244,-2.57,-2.2135
26,-2.6439,-2.6911,-2.7244,-2.57,-2.2136
27,-2.644,-2.6912,-2.7245,-2.57,-2.2136
28,-2.644,-2.6912,-2.7245,-2.5701,-2.2136
29,-2.644,-2.6912,-2.7245,-2.5701,-2.2136
30,-2.644,-2.6913,-2.7246,-2.5702,-2.2137
31,-2.6441,-2.6913,-2.7246,-2.5702,-2.2137
32,-2.6441,-2.6913,-2.7246,-2.5702,-2.2137
33,-2.6441,-2.6914,-2.7247,-2.5703,-2.2138
34,-2.6442,-2.6914,-2.7247,-2.5703,-2.2138
35,-2.6442,-2.6914,-2.7247,-2.5704,-2.2138
36,-2.6442,-2.6914,-2.7247,-2.5704,-2.2138
37,-2.6442,-2.6915,-2.7248,-2.5704,-2.2139
38,-2.6443,-2.6915,-2.7248,-2.5705,-2.2139
39,-2.6443,-2.6915,-2.7248,-2.5705,-2.2139
40,-2.6443,-2.6916,-2.7249,-2.5705,-2.214
41,-2.6444,-2.6916,-2.7249,-2.5706,-2.214
42,-2.6444,-2.6916,-2.7249,-2.5706,-2.214
43,-2.6444,-2.6917,-2.725,-2.5707,-2.214
44,-2.6444,-2.6917,-2.725,-2.5707,-2.2141
45,-2.6445,-2.6917,-2.725,-2.5707,-2.2141
46,-2.6445,-2.6917,-2.7251,-2.5708,-2.2141
47,-2.6445,-2.6918,-2.7251,-2.5708,-2.2142
48,-2.6446,-2.6918,-2.7251,-2.5708,-2.2142
49,-2.6446,-2.6918,-2.7251,-2.5709,-2.2142
50,-2.6446,-2.6919,-2.7252,-2.5709,-2.2143
51,-2.6447,-2.6919,-2.7252,-2.571,-2.2143
52,-2.6447,-2.6919,-2.7252,-2.571,-2.2143
53,-2.6447,-2.692,-2.7253,-2.571,-2.2143
54,-2.6447,-2.692,-2.7253,-2.5711,-2.2144
55,-2.6448,-2.692,-2.7253,-2.5711,-2.2144
56,-2.6448,-2.692,-2.7254,-2.5711,-2.2144
57,-2.6448,-2.6921,-2.7254,-2.5712,-2.2145
58,-2.6449,-2.6921,-2.7254,-2.5712,-2.2145
59,-2.6449,-2.6921,-2.7254,-2.5713,-2.2145
60,-2.6449,-2.6922,-2.7255,-2.5713,-2.2145
61,-2.6449,-2.6922,-2.7255,-2.5713,-2.2146
62,-2.645,-2.6922,-2.7255,-2.5714,-2.2146
63,-2.645,-2.6922,-2.7256,-2.5714,-2.2146
64,-2.645,-2.6923,-2.7256,-2.5715,-2.2147
65,-2.6451,-2.6923,-2.7256,-2.5715,-2.2147
66,-2.6451,-2.6923,-2.7257,-2.5715,-2.2147
67,-2.6451,-2.6924,-2.7257,-2.5716,-2.2147
68,-2.6451,-2.6924,-2.7257,-2.5716,-2.2148
69,-2.6452,-2.6924,-2.7257,-2.5716,-2.2148
70,-2.6452,-2.6925,-2.7258,-2.5717,-2.2148
71,-2.6452,-2.6925,-2.7258,-2.5717,-2.2148
72,-2.6453,-2.6925,-2.7258,-2.5717,-2.2149
73,-2.6453,-2.6925,-2.7259,-2.5718,-2.2149
74,-2.6453,-2.6926,-2.7259,-2.5718,-2.2149
75,-2.6453,-2.6926,-2.7259,-2.5719,-2.215
76,-2.6454,-2.6926,-2.726,-2.5719,-2.215
77,-2.6454,-2.6927,-2.726,-2.5719,-2.215
78,-2.6454,-2.6927,-2.726,-2.572,-2.215
79,-2.6455,-2.6927,-2.726,-2.572,-2.2151
80,-2.6455,-2.6927,-2.7261,-2.572,-2.2151
81,-2.6455,-2.6928,-2.7261,-2.5721,-2.2151
82,-2.6455,-2.6928,-2.7261,-2.5721,-2.2152
83,-2.6456,-2.6928,-2.7262,-2.5722,-2.2152
84,-2.6456,-2.6929,-2.7262,-2.5722,-2.2152
85,-2.6456,-2.6929,-2.7262,-2.5722,-2.2152
86,-2.6457,-2.6929,-2.7262,-2.5723,-2.2153
87,-2.6457,-2.693,-2.7263,-2.5723,-2.2153
88,-2.6457,-2.693,-2.7263,-2.5723,-2.2153
89,-2.6457,-2.693,-2.7263,-2.5724,-2.2154
90,-2.6458,-2.693,-2.7264,-2.5724,-2.2154
91,-2.6458,-2.6931,-2.7264,-2.5725,-2.2154
92,-2.6458,-2.6931,-2.7264,-2.5725,-2.2154
93,-2.6459,-2.6931,-2.7265,-2.5725,-2.2155
94,-2.6459,-2.6932,-2.7265,-2.5726,-2.2155
95,-2.6459,-2.6932,-2.7265,-2.5726,-2.2155
96,-2.6459,-2.6932,-2.7265,-2.5726,-2.2155
97,-2.646,-2.6932,-2.7266,-2.5727,-2.2156
98,-2.646,-2.6933,-2.7266,-2.5727,-2.2156
99,-2.646,-2.6933,-2.7266,-2.5727,-2.2156
100,-2.6461,-2.6933,-2.7267,-2.5728,-2.2157
101,-2.6461,-2.6934,-2.7267,-2.5728,-2.2157
102,-2.6461,-2.6934,-2.7267,-2.5728,-2.2157
103,-2.6461,-2.6934,-2.7267,-2.5729,-2.2157
104,-2.6462,-2.6934,-2.7268,-2.5729,-2.2158
105,-2.6462,-2.6935,-2.7268,-2.573,-2.2158
106,-2.6462,-2.6935,-2.7268,-2.573,-2.2158
107,-2.6462,-2.6935,-2.7269,-2.573,-2.2158
108,-2.6463,-2.6935,-2.7269,-2.5731,-2.2159
109,-2.6463,-2.6936,-2.7269,-2.5731,-2.2159
110,-2.6463,-2.6936,-2.7269,-2.5731,-2.2159
111,-2.6464,-2.6936,-2.727,-2.5732,-2.216
112,-2.6464,-2.6937,-2.727,-2.5732,-2.216
113,-2.6464,-2.6937,-2.727,-2.5732,-2.216
114,-2.6464,-2.6937,-2.727,-2.5733,-2.216
115,-2.6465,-2.6937,-2.7271,-2.5733,-2.2161
116,-2.6465,-2.6938,-2.7271,-2.5733,-2.2161
117,-2.6465,-2.6938,-2.7271,-2.5734,-2.2161
118,-2.6465,-2.6938,-2.7272,-2.5734,-2.2161
119,-2.6466,-2.6939,-2.7272,-2.5734,-2.2162
120,-2.6466,-2.6939,-2.7272,-2.5735,-2.2162
121,-2.6466,-2.6939,-2.7272,-2.5735,-2.2162
122,-2.6466,-2.6939,-2.7273,-2.5735,-2.2162
123,-2.6467,-2.694,-2.7273,-2.5736,-2.2163
124,-2.6467,-2.694,-2.7273,-2.5736,-2.2163
125,-2.6467,-2.694,-2.7274,-2.5737,-2.2163
126,-2.6468,-2.694,-2.7274,-2.5737,-2.2163
127,-2.6468,-2.6941,-2.7274,-2.5737,-2.2164
128,-2.6468,-2.6941,-2.7274,-2.5738,-2.2164
129,-2.6468,-2.6941,-2.7275,-2.5738,-2.2164
130,-2.6469,-2.6941,-2.7275,-2.5738,-2.2164
131,-2.6469,-2.6942,-2.7275,-2.5739,-2.2165
132,-2.6469,-2.6942,-2.7275,-2.5739,-2.2165
133,-2.6469,-2.6942,-2.7276,-2.5739,-2.2165
134,-2.647,-2.6943,-2.7276,-2.574,-2.2166
135,-2.647,-2.6943,-2.7276,-2.574,-2.2166
136,-2.647,-2.6943,-2.7276,-2.574,-2.2166
137,-2.647,-2.6943,-2.7277,-2.5741,-2.2166
138,-2.6471,-2.6944,-2.7277,-2.5741,-2.2167
139,-2.6471,-2.6944,-2.7277,-2.5741,-2.2167
140,-2.6471,-2.6944,-2.7278,-2.5742,-2.2167
141,-2.6471,-2.6944,-2.7278,-2.5742,-2.2167
142,-2.6472,-2.6945,-2.7278,-2.5742,-2.2168
143,-2.6472,-2.6945,-2.7278,-2.5743,-2.2168
144,-2.6472,-2.6945,-2.7279,-2.5743,-2.2168
145,-2.6472,-2.6945,-2.7279,-2.5743,-2.2168
146,-2.6473,-2.6946,-2.7279,-2.5743,-2.2168
147,-2.6473,-2.6946,-2.7279,-2.5744,-2.2169
148,-2.6473,-2.6946,-2.728,-2.5744,-2.2169
149,-2.6473,-2.6946,-2.728,-2.5744,-2.2169
150,-2.6474,-2.6947,-2.728,-2.5745,-2.2169
151,-2.6474,-2.6947,-2.728,-2.5745,-2.217
152,-2.6474,-2.6947,-2.7281,-2.5745,-2.217
