second,I_red_mag(per unit)
0,0.10622,0.32676,0.19571,0.77372,0.38113
1,0.10622,0.32674,0.1957,0.77364,0.38111
2,0.10621,0.32673,0.19569,0.77356,0.38109
3,0.10621,0.32672,0.19568,0.77348,0.38107
4,0.1062,0.32671,0.19568,0.7734,0.38104
5,0.1062,0.32669,0.19567,0.77333,0.38102
6,0.1062,0.32668,0.19566,0.77325,0.381
7,0.10619,0.32667,0.19565,0.77317,0.38098
8,0.10619,0.32665,0.19564,0.77309,0.38096
9,0.10618,0.32664,0.19564,0.77301,0.38094
10,0.10618,0.32663,0.19563,0.77293,0.38092
11,0.10618,0.32661,0.19562,0.77285,0.38089
12,0.10617,0.3266,0.19561,0.77277,0.38087
13,0.10617,0.32659,0.1956,0.77269,0.38085
14,0.10616,0.32658,0.1956,0.77261,0.38083
15,0.10616,0.32656,0.19559,0.77253,0.38081
16,0.10616,0.32655,0.19558,0.77245,0.38079
17,0.10615,0.32654,0.19557,0.77238,0.38076
18,0.10615,0.32652,0.19556,0.7723,0.38074
19,0.10614,0.32651,0.19556,0.77222,0.38072
20,0.10614,0.3265,0.19555,0.77214,0.3807
21,0.10613,0.32648,0.19554,0.77206,0.38068
22,0.10613,0.32647,0.19553,0.77198,0.38066
23,0.10613,0.32646,0.19552,0.7719,0.38064
24,0.10612,0.32644,0.19552,0.77182,0.38061
25,0.10612,0.32643,0.19551,0.77174,0.38059
26,0.10611,0.32642,0.1955,0.77166,0.38057
27,0.10611,0.32641,0.19549,0.77158,0.38055
28,0.10611,0.32639,0.19548,0.7715,0.38053
29,0.1061,0.32638,0.19547,0.77142,0.38051
30,0.1061,0.32637,0.19547,0.77134,0.38048
31,0.10609,0.32635,0.19546,0.77126,0.38046
32,0.10609,0.32634,0.19545,0.77118,0.38044
33,0.10609,0.32633,0.19544,0.7711,0.38042
34,0.10608,0.32631,0.19543,0.77102,0.3804
35,0.10608,0.3263,0.19543,0.77095,0.38038
36,0.10607,0.32629,0.19542,0.77087,0.38035
37,0.10607,0.32627,0.19541,0.77079,0.38033
38,0.10607,0.32626,0.1954,0.77071,0.38031
39,0.10606,0.32625,0.19539,0.77063,0.38029
40,0.10606,0.32624,0.19539,0.77055,0.38027
41,0.10605,0.32622,0.19538,0.77047,0.38025
42,0.10605,0.32621,0.19537,0.77039,0.38023
43,0.10605,0.3262,0.19536,0.77031,0.3802
44,0.10604,0.32618,0.19535,0.77023,0.38018
45,0.10604,0.32617,0.19535,0.77015,0.38016
46,0.10603,0.32616,0.19534,0.77007,0.38014
