IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/11/2021 08:05,14466.099609375,1846.7900390625,4027.7099609375,1321.11999511719,14862,7541.64990234375,3565.57006835938,1388.2900390625,49019.2265625,E,Y,N
08/11/2021 08:05,14493.8564453125,1836.61206054688,4023.86547851562,1328.13146972656,14871.939453125,7532.7431640625,3558.28881835938,1388.3349609375,49033.7734375,A6,N,N
08/11/2021 08:10,14544.099609375,1850.9599609375,4030.60009765625,1331.46997070313,14947.5,7573.580078125,3593.22998046875,1394.08996582031,49265.53125,E,Y,N
08/11/2021 08:10,14590.1142578125,1845.43347167969,4022.62915039063,1338.03649902344,14957.3583984375,7548.580078125,3576.01171875,1392.89599609375,49271.0546875,A6,N,N
08/11/2021 08:15,14623.5,1859.60998535156,4035.61010742187,1338.64001464844,15028.599609375,7602.1201171875,3619.28002929687,1401.17004394531,49508.53515625,E,Y,N
08/11/2021 08:15,14686.31640625,1854.54931640625,4022.12133789062,1347.93469238281,15042.962890625,7564.3291015625,3593.9501953125,1397.77612304688,49509.9375,A6,N,N
08/11/2021 08:20,14699.7998046875,1861.35998535156,4039.39990234375,1345.68005371094,15103.5,7628.0400390625,3644.36010742187,1406.78002929687,49728.921875,E,Y,N
08/11/2021 08:20,14782.46484375,1863.95935058594,4022.341796875,1357.826171875,15128.7529296875,7579.9892578125,3612.10424804688,1402.97534179688,49750.4140625,A6,N,N
08/11/2021 08:25,14772.2001953125,1859.56994628906,4044.330078125,1354.25,15167.7998046875,7659.85986328125,3669.669921875,1408.69995117187,49936.37890625,E,Y,N
08/11/2021 08:25,14878.55859375,1873.66369628906,4023.29052734375,1367.7109375,15214.728515625,7595.56103515625,3630.4736328125,1408.49377441406,49992.48046875,A6,N,N
08/11/2021 08:30,14974.5986328125,1883.66223144531,4024.9677734375,1377.58898925781,15300.8896484375,7611.044921875,3649.05834960937,1414.33117675781,50236.1484375,A6,N,N
08/11/2021 08:30,14845.7001953125,1867.42004394531,4049.73999023438,1364.01000976562,15229.099609375,7693.64990234375,3694.2099609375,1407.06994628906,50150.8984375,E,Y,N
08/11/2021 08:35,15070.5830078125,1893.95520019531,4027.37353515625,1387.46032714844,15387.2373046875,7626.43994140625,3667.85864257812,1420.48767089844,50481.3984375,A6,N,N
08/11/2021 08:35,14922.5,1882,4055.1298828125,1375.11999511719,15296.7001953125,7721.3701171875,3718,1403.76000976563,50374.58203125,E,Y,N
08/11/2021 08:40,15000,1894.2099609375,4061.7099609375,1387.33996582031,15377.5,7746.85009765625,3741.6298828125,1400.64001464844,50609.8828125,E,Y,N
08/11/2021 08:40,15166.513671875,1904.54235839844,4030.50756835937,1397.32495117188,15473.76953125,7641.74658203125,3686.87426757812,1426.96337890625,50728.2421875,A6,N,N
08/11/2021 08:45,15262.3896484375,1915.423828125,4034.3701171875,1407.18273925781,15560.48828125,7656.96484375,3706.10546875,1433.75805664063,50976.68359375,A6,N,N
08/11/2021 08:45,15078.7998046875,1900,4067.85009765625,1401.27001953125,15466.2001953125,7779.9501953125,3765.7900390625,1397.32995605469,50857.1875,E,Y,N
08/11/2021 08:50,15358.2119140625,1926.599609375,4038.9609375,1417.03393554687,15647.392578125,7672.0947265625,3725.55200195313,1440.87182617188,51226.71484375,A6,N,N
08/11/2021 08:50,15159.5,1904.48999023438,4072.98999023438,1415.56994628906,15558.900390625,7818.419921875,3790.44995117188,1396.5400390625,51116.86328125,E,Y,N
08/11/2021 08:55,15243.5,1914.10998535156,4077.82006835938,1428.39001464844,15651,7856.3798828125,3815.68994140625,1398.92004394531,51385.8125,E,Y,N
08/11/2021 08:55,15453.978515625,1938.06958007813,4044.2802734375,1426.87841796875,15734.482421875,7687.1357421875,3745.2138671875,1448.30480957031,51478.34375,A6,N,N
08/11/2021 09:00,15332.7998046875,1930.58996582031,4083.51000976563,1438.86999511719,15742.2001953125,7893.2001953125,3842.23999023437,1403.90002441406,51667.3046875,E,Y,N
08/11/2021 09:00,15549.69140625,1949.833984375,4050.32788085937,1436.71606445312,15821.7587890625,7702.0888671875,3765.09155273437,1456.05676269531,51731.56640625,A6,N,N
08/11/2021 09:05,15645.349609375,1961.892578125,4057.10400390625,1446.54711914062,15909.2197265625,7716.95361328125,3785.18432617187,1464.1279296875,51986.37890625,A6,N,N
08/11/2021 09:05,15428.7001953125,1948.81994628906,4089.57006835938,1448.34997558594,15838.2001953125,7933.18994140625,3871.1201171875,1411.42004394531,51969.375,E,Y,N
08/11/2021 09:10,15528.7001953125,1963.31994628906,4094.72998046875,1457.36999511719,15941,7976.72021484375,3901.76000976562,1420.44995117188,52284.046875,E,Y,N
08/11/2021 09:10,15740.953125,1974.24548339844,4064.60864257812,1456.37133789063,15996.8671875,7731.7294921875,3805.49267578125,1472.51806640625,52242.7890625,A6,N,N
08/11/2021 09:15,15836.5029296875,1986.892578125,4072.84155273437,1466.18896484375,16084.7001953125,7746.4169921875,3826.0166015625,1481.22741699219,52500.78515625,A6,N,N
08/11/2021 09:15,15628,1973.7099609375,4098.669921875,1466.14001464844,16047.7998046875,8020.81982421875,3932.25,1428.67004394531,52596.0625,E,Y,N
08/11/2021 09:20,15724.099609375,1984.7099609375,4102.1298828125,1473.78002929687,16152.7001953125,8064.8798828125,3961.73999023437,1436.06994628906,52900.10546875,E,Y,N
08/11/2021 09:20,15931.9970703125,1999.83410644531,4081.802734375,1475.99975585938,16172.71875,7761.0166015625,3846.755859375,1490.255859375,52760.3828125,A6,N,N
08/11/2021 09:25,15818.2001953125,1999.76000976562,4105.66015625,1481.55004882813,16255.099609375,8110.77001953125,3990.8798828125,1444.15002441406,53206.0703125,E,Y,N
08/11/2021 09:25,16027.4375,2013.06982421875,4091.49267578125,1485.80383300781,16260.9228515625,7775.52734375,3867.71044921875,1499.60327148438,53021.56640625,A6,N,N
08/11/2021 09:30,16122.8232421875,2026.59985351562,4101.91064453125,1495.60119628906,16349.3125,7789.94970703125,3888.88061523438,1509.26989746094,53284.34765625,A6,N,N
08/11/2021 09:30,15911.7998046875,2016.78002929687,4109.27001953125,1488.88000488281,16359,8160.27001953125,4019.8701171875,1453.22998046875,53519.1015625,E,Y,N
08/11/2021 09:35,16005.7001953125,2031.07995605469,4112.22998046875,1496.77001953125,16466.80078125,8210.2099609375,4048.8798828125,1462.23999023437,53833.90625,E,Y,N
08/11/2021 09:35,16218.1552734375,2040.42407226563,4113.05712890625,1505.39184570312,16437.888671875,7804.28369140625,3910.26635742188,1519.25561523437,53548.72265625,A6,N,N
08/11/2021 09:40,16099.2998046875,2044.01000976563,4114.72021484375,1504.16003417969,16577.69921875,8257.5400390625,4077.46997070313,1471.5,54146.3984375,E,Y,N
08/11/2021 09:40,16313.431640625,2054.54272460938,4124.93212890625,1515.17578125,16526.650390625,7818.529296875,3931.8671875,1529.56042480469,53814.69140625,A6,N,N
08/11/2021 09:45,16408.654296875,2068.95556640625,4137.53564453125,1524.95300292969,16615.59765625,7832.6865234375,3953.68383789063,1540.18420410156,54082.25,A6,N,N
08/11/2021 09:45,16192.900390625,2055.96997070312,4118.0498046875,1511.68005371094,16690.900390625,8303.2099609375,4105.56982421875,1481.56005859375,54459.83984375,E,Y,N
08/11/2021 09:50,16503.822265625,2083.66284179688,4150.8671875,1534.72351074219,16704.73046875,7846.75537109375,3975.7158203125,1551.12719726562,54351.40234375,A6,N,N
08/11/2021 09:50,16286.7998046875,2071.01000976563,4122.81005859375,1518.41003417969,16808.69921875,8351.73046875,4133.25,1491.85998535156,54784.5703125,E,Y,N
08/11/2021 09:55,16382,2090,4128.10986328125,1525.43005371094,16929,8402.66015625,4162.009765625,1501.32995605469,55120.5390625,E,Y,N
08/11/2021 09:55,16598.935546875,2098.6640625,4164.927734375,1544.4873046875,16794.048828125,7860.7353515625,3997.96313476563,1562.38928222656,54622.15234375,A6,N,N
08/11/2021 10:00,16481.599609375,2111.25,4133.56005859375,1532.7900390625,17049.5,8452.169921875,4192.08984375,1509.7099609375,55462.66796875,E,Y,N
08/11/2021 10:00,16693.994140625,2113.9599609375,4179.71630859375,1554.24438476562,16883.552734375,7874.62744140625,4020.42602539062,1573.97045898438,54894.4921875,A6,N,N
