IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/11/2021 20:05,17171.001953125,2490.12182617187,4490.81787109375,1760.21765136719,21807.328125,11286.7333984375,5179.68896484375,1881.47875976562,66067.3828125,A6,N,N
08/11/2021 20:05,17169.19921875,2483.21997070313,4485.27978515625,1761.21997070313,21742.900390625,11274.400390625,5164.39013671875,1876.53002929687,65957.140625,E,Y,N
08/11/2021 20:10,17140.599609375,2477.85009765625,4479.330078125,1754.92004394531,21662.80078125,11244.2001953125,5147.2099609375,1866.48999023438,65773.3984375,E,Y,N
08/11/2021 20:10,17125.19140625,2486.2939453125,4492.162109375,1754.99951171875,21760.28515625,11257.05078125,5174.32763671875,1877.66772460938,65927.9765625,A6,N,N
08/11/2021 20:15,17078.544921875,2482.01586914062,4492.97216796875,1749.79956054688,21710.521484375,11225.83203125,5167.9833984375,1873.88342285156,65781.5546875,A6,N,N
08/11/2021 20:15,17126.5,2477.30004882813,4472.759765625,1747.5400390625,21586.80078125,11204.7001953125,5135.9599609375,1860.10998535156,65611.671875,E,Y,N
08/11/2021 20:20,17031.0625,2477.28686523437,4493.248046875,1744.61791992188,21658.037109375,11193.076171875,5160.65625,1870.1259765625,65628.109375,A6,N,N
08/11/2021 20:20,17128.30078125,2468.1201171875,4467.68994140625,1742.16003417969,21528.599609375,11172.2001953125,5128.93017578125,1854.35998535156,65490.359375,E,Y,N
08/11/2021 20:25,16982.7421875,2472.10766601562,4492.9892578125,1739.45471191406,21602.833984375,11158.7841796875,5152.34619140625,1866.39526367188,65467.65625,A6,N,N
08/11/2021 20:25,17130.099609375,2457.669921875,4463.9501953125,1737.21997070312,21485.80078125,11152.099609375,5125.93994140625,1849.18994140625,65401.9765625,E,Y,N
08/11/2021 20:30,16933.587890625,2466.47778320313,4492.1962890625,1734.30969238281,21544.908203125,11122.955078125,5143.052734375,1862.69140625,65300.18359375,A6,N,N
08/11/2021 20:30,17122.400390625,2456.90991210937,4459.4501953125,1731.66003417969,21453.80078125,11138.599609375,5128.81005859375,1845.60998535156,65337.23828125,E,Y,N
08/11/2021 20:35,17100.099609375,2460.17993164063,4455.0498046875,1727.02001953125,21425.099609375,11123.5,5133.490234375,1843.07995605469,65267.515625,E,Y,N
08/11/2021 20:35,16883.59765625,2460.3974609375,4490.869140625,1729.18298339844,21484.265625,11085.5888671875,5132.7763671875,1859.01428222656,65125.6953125,A6,N,N
08/11/2021 20:40,16832.76953125,2453.86645507812,4489.00732421875,1724.07458496094,21420.900390625,11046.6865234375,5121.51708984375,1855.36401367188,64944.18359375,A6,N,N
08/11/2021 20:40,17066.19921875,2456.71997070313,4454.3798828125,1724.97998046875,21389.900390625,11111.5,5135.740234375,1841.7099609375,65181.1328125,E,Y,N
08/11/2021 20:45,17023,2450.10009765625,4455.58984375,1723.81994628906,21351.80078125,11098.099609375,5131.18994140625,1841.30004882813,65074.90625,E,Y,N
08/11/2021 20:45,16781.107421875,2446.88500976563,4486.611328125,1718.98449707031,21354.81640625,11006.248046875,5109.27490234375,1851.74060058594,64755.671875,A6,N,N
08/11/2021 20:50,16728.607421875,2439.45288085938,4483.6806640625,1713.91271972656,21286.01171875,10964.271484375,5096.04931640625,1848.14379882813,64560.1328125,A6,N,N
