IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/11/2021 11:05,17993.572265625,2347.07250976562,4285.1396484375,1635.75170898437,18730.533203125,9211.9609375,4624.6796875,1575.68676757813,60404.3984375,A6,N,N
08/11/2021 11:05,18005.599609375,2349.14990234375,4279.240234375,1638.76000976563,18742.900390625,9221.330078125,4628.25,1578.9599609375,60444.1875,E,Y,N
08/11/2021 11:10,18103.400390625,2357.18994140625,4286.97998046875,1645.9599609375,18868.80078125,9280.6396484375,4656.3798828125,1588.39001464844,60787.7421875,E,Y,N
08/11/2021 11:10,18081.564453125,2360.7578125,4296.7138671875,1641.755859375,18835.341796875,9265.552734375,4651.07275390625,1580.16357421875,60712.92578125,A6,N,N
08/11/2021 11:15,18168.228515625,2374.20922851563,4308.26806640625,1647.88745117188,18940.244140625,9318.8759765625,4677.20263671875,1584.97912597656,61019.89453125,A6,N,N
08/11/2021 11:15,18198.599609375,2374.39990234375,4294.64990234375,1654.77001953125,18985.69921875,9329.23046875,4688.68017578125,1596.33996582031,61122.3671875,E,Y,N
08/11/2021 11:20,18253.568359375,2387.42651367188,4319.80126953125,1654.146484375,19045.240234375,9371.9306640625,4703.06884765625,1590.13354492188,61325.3125,A6,N,N
08/11/2021 11:20,18293.599609375,2392.06005859375,4303.97998046875,1663.42004394531,19105.80078125,9378.7900390625,4720.47998046875,1602,61460.12890625,E,Y,N
08/11/2021 11:25,18388.5,2405.75,4313.83984375,1671.64001464844,19227.69921875,9435.7099609375,4751.10986328125,1605.73999023438,61799.98828125,E,Y,N
08/11/2021 11:25,18337.58203125,2400.40966796875,4331.314453125,1660.533203125,19150.330078125,9424.716796875,4728.67138671875,1595.62683105469,61629.1875,A6,N,N
08/11/2021 11:30,18481.400390625,2418.7099609375,4322.58984375,1678.51000976563,19349.900390625,9495.01953125,4781.7099609375,1612.02001953125,62139.859375,E,Y,N
08/11/2021 11:30,18420.271484375,2413.15869140625,4342.806640625,1667.04736328125,19255.513671875,9477.2353515625,4754.01025390625,1601.458984375,61931.5,A6,N,N
08/11/2021 11:35,18572.80078125,2435.14990234375,4330.43017578125,1684.42004394531,19469.599609375,9549.919921875,4812.47021484375,1619.81994628906,62474.609375,E,Y,N
08/11/2021 11:35,18501.6328125,2425.67358398437,4354.27880859375,1673.68908691406,19360.79296875,9529.484375,4779.08544921875,1607.6298828125,62232.26953125,A6,N,N
08/11/2021 11:40,18581.669921875,2437.95458984375,4365.73046875,1680.45837402344,19466.166015625,9581.4658203125,4803.8974609375,1614.1396484375,62531.484375,A6,N,N
08/11/2021 11:40,18663.400390625,2449.07006835938,4338.5400390625,1689.51000976563,19587.19921875,9596.75,4843.85986328125,1627.64001464844,62795.96875,E,Y,N
08/11/2021 11:45,18660.37890625,2450.00146484375,4377.16162109375,1687.35510253906,19571.634765625,9633.1787109375,4828.4453125,1620.98828125,62829.14453125,A6,N,N
08/11/2021 11:45,18752.900390625,2460.30004882812,4345.72998046875,1695.64001464844,19703.30078125,9642.8203125,4874.5400390625,1634.09997558594,63109.3359375,E,Y,N
08/11/2021 11:50,18737.763671875,2461.81420898438,4388.572265625,1694.37951660156,19677.197265625,9684.6240234375,4852.72998046875,1628.17578125,63125.2578125,A6,N,N
08/11/2021 11:50,18839,2472.89990234375,4351.83984375,1702.09997558594,19819,9694.6201171875,4904.2001953125,1642.16003417969,63425.8203125,E,Y,N
08/11/2021 11:55,18813.822265625,2473.39282226562,4399.96240234375,1701.53137207031,19782.8515625,9735.7998046875,4876.7509765625,1635.70202636719,63419.81640625,A6,N,N
08/11/2021 11:55,18921.599609375,2485.57006835937,4357.0498046875,1707.2099609375,19933.599609375,9750.01953125,4931.990234375,1649.43994140625,63736.48046875,E,Y,N
08/11/2021 12:00,18888.556640625,2484.7373046875,4411.33203125,1708.81079101562,19888.603515625,9786.7080078125,4900.5087890625,1643.56713867187,63712.8203125,A6,N,N
08/11/2021 12:00,18999.80078125,2497.25,4362.18017578125,1710.5400390625,20045.099609375,9801.3603515625,4956.97021484375,1656.41003417969,64029.60546875,E,Y,N
08/11/2021 12:05,19074.80078125,2509.919921875,4366.4599609375,1715.64001464844,20151.599609375,9851.400390625,4979.1201171875,1663.83996582031,64312.78125,E,Y,N
08/11/2021 12:05,18961.962890625,2495.84790039063,4422.681640625,1716.21765136719,19994.447265625,9837.3466796875,4924.00244140625,1651.77111816406,64004.27734375,A6,N,N
08/11/2021 12:10,19034.044921875,2506.72436523438,4434.01025390625,1723.75219726562,20100.38671875,9887.7177734375,4947.23291015625,1660.31396484375,64294.18359375,A6,N,N
08/11/2021 12:10,19147.900390625,2521.89990234375,4370.0400390625,1723.93005371094,20257.19921875,9902.9697265625,5002.580078125,1672.69995117188,64599.21484375,E,Y,N
08/11/2021 12:15,19221.80078125,2531.830078125,4373.509765625,1733.22998046875,20366.599609375,9954.240234375,5029.16015625,1681.52001953125,64891.890625,E,Y,N
08/11/2021 12:15,19104.80078125,2517.36669921875,4445.31884765625,1731.41418457031,20206.419921875,9937.8203125,4970.19970703125,1669.19555664063,64582.53515625,A6,N,N
08/11/2021 12:20,19174.23046875,2527.77514648437,4456.6064453125,1739.20373535156,20312.546875,9987.6552734375,4992.90283203125,1678.41613769531,64869.33984375,A6,N,N
08/11/2021 12:20,19296.69921875,2541.80004882813,4377.009765625,1742.28002929688,20476.80078125,10003.400390625,5056.580078125,1689.43994140625,65184.01171875,E,Y,N
08/11/2021 12:25,19242.333984375,2537.94921875,4467.8740234375,1747.12072753906,20418.76953125,10037.220703125,5015.34228515625,1687.97546386719,65154.5859375,A6,N,N
08/11/2021 12:25,19370.900390625,2551.26000976563,4381.81982421875,1749.90002441406,20581.099609375,10053.2001953125,5082.330078125,1696.9599609375,65467.46875,E,Y,N
08/11/2021 12:30,19443.80078125,2561.68994140625,4388.41015625,1756.65002441406,20678.69921875,10102.7998046875,5106.02001953125,1704.94995117188,65743.0234375,E,Y,N
08/11/2021 12:30,19309.11328125,2547.88940429688,4479.12109375,1755.16540527344,20525.0859375,10086.5185546875,5037.5185546875,1697.87353515625,65438.2890625,A6,N,N
08/11/2021 12:35,19516.69921875,2574.580078125,4396.31005859375,1762.81005859375,20779.099609375,10149.2998046875,5128.06005859375,1712.42004394531,66019.28125,E,Y,N
08/11/2021 12:35,19374.564453125,2557.59545898438,4490.34765625,1763.33752441406,20631.49609375,10135.546875,5059.43115234375,1708.11059570313,65720.4296875,A6,N,N
08/11/2021 12:40,19590.19921875,2586.97998046875,4404.0498046875,1769.43994140625,20886.599609375,10193.2998046875,5149.68994140625,1719,66299.265625,E,Y,N
08/11/2021 12:40,19438.69140625,2567.0673828125,4501.5537109375,1771.63720703125,20738,10184.3076171875,5081.080078125,1718.68640136719,66001.0234375,A6,N,N
08/11/2021 12:45,19501.4921875,2576.30541992188,4512.7392578125,1780.064453125,20844.599609375,10232.80078125,5102.46533203125,1729.60107421875,66280.0625,A6,N,N
08/11/2021 12:45,19663.80078125,2597.65991210938,4411.5,1776.2900390625,20998.30078125,10237.5,5171.7099609375,1725.47998046875,66582.2421875,E,Y,N
08/11/2021 12:50,19735.19921875,2608.5400390625,4418.35009765625,1782.92004394531,21106.30078125,10283,5193.31005859375,1731.84997558594,66859.46875,E,Y,N
08/11/2021 12:50,19562.966796875,2585.30908203125,4523.904296875,1788.619140625,20951.29296875,10281.0244140625,5123.5869140625,1740.85461425781,66557.5546875,A6,N,N
08/11/2021 12:55,19623.115234375,2594.07885742188,4535.04931640625,1797.30151367188,21058.080078125,10328.9794921875,5144.4453125,1752.44689941406,66833.5,A6,N,N
08/11/2021 12:55,19803.900390625,2621.830078125,4424.2001953125,1788.69995117188,21208.099609375,10328.900390625,5214.10009765625,1737.19995117188,67126.9296875,E,Y,N
08/11/2021 13:00,19871.30078125,2635.81005859375,4429.56982421875,1793.16003417969,21305,10376.099609375,5233.52978515625,1743.2099609375,67387.6875,E,Y,N
08/11/2021 13:00,19681.939453125,2602.61450195312,4546.17333984375,1806.111328125,21164.9609375,10376.6669921875,5165.03955078125,1764.37805175781,67107.8828125,A6,N,N
