IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/11/2021 07:05,13946.9150390625,1805.35021972656,4036.60083007813,1291.72546386719,14420.240234375,7467.5146484375,3484.53564453125,1398.26062011719,47851.14453125,A6,N,N
08/11/2021 07:05,13930.2998046875,1800.38000488281,4038.75,1293.66003417969,14427.7998046875,7462.06005859375,3479.23999023438,1401.10998535156,47833.296875,E,Y,N
08/11/2021 07:10,13966.7880859375,1807.63830566406,4038.34375,1293.11083984375,14429.89453125,7482.33984375,3487.83056640625,1398.4072265625,47904.3515625,A6,N,N
08/11/2021 07:10,13943.2001953125,1808.68005371094,4040.27001953125,1295.18005371094,14436.7998046875,7466.52001953125,3477.69995117187,1399.51000976563,47867.859375,E,Y,N
08/11/2021 07:15,13955.5,1803.4599609375,4038.98999023437,1297.56005859375,14457.599609375,7469.740234375,3480.47998046875,1398.43994140625,47901.7734375,E,Y,N
08/11/2021 07:15,13991.3896484375,1810.51232910156,4040.15112304687,1294.98266601562,14444.1748046875,7497.1396484375,3492.05053710938,1399.02734375,47969.4296875,A6,N,N
08/11/2021 07:20,14020.720703125,1813.97241210937,4042.02368164063,1297.34094238281,14463.0810546875,7511.9130859375,3497.19555664063,1400.12097167969,48046.37109375,A6,N,N
08/11/2021 07:20,13966,1804.28002929687,4037.27001953125,1298.83996582031,14481.2001953125,7473.669921875,3481.3701171875,1398.15002441406,47940.77734375,E,Y,N
08/11/2021 07:25,13979.400390625,1802.42004394531,4034.5,1299.86999511719,14507.2001953125,7473.8798828125,3480.3798828125,1397.91003417969,47975.55859375,E,Y,N
08/11/2021 07:25,14054.78125,1818.01843261719,4043.96069335938,1300.18566894531,14486.615234375,7526.66162109375,3503.26538085938,1401.68798828125,48135.17578125,A6,N,N
08/11/2021 07:30,14006.7001953125,1803.85998535156,4033.6201171875,1301.30004882813,14538,7473.60986328125,3482.580078125,1396.7099609375,48036.3828125,E,Y,N
08/11/2021 07:30,14093.5703125,1822.65051269531,4045.96264648438,1303.51696777344,14514.7744140625,7541.38427734375,3510.26000976563,1403.728515625,48235.8515625,A6,N,N
08/11/2021 07:35,14137.0888671875,1827.86853027344,4048.029296875,1307.33459472656,14547.5615234375,7556.0810546875,3518.1796875,1406.24255371094,48348.38671875,A6,N,N
