IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/11/2021 14:05,20350.228515625,2692.84545898437,4410.76611328125,1891.57543945313,22430.66015625,11032.5517578125,5501.439453125,1988.38220214844,70298.453125,A6,N,N
08/11/2021 14:05,20368.5,2699.02001953125,4406.5,1893.75,22433.900390625,11047.2001953125,5498.35986328125,1985.9599609375,70333.1953125,E,Y,N
08/11/2021 14:10,20366.67578125,2699.69946289063,4418.3515625,1895.97973632813,22507.224609375,11057.8984375,5515.63671875,1995.60119628906,70457.0703125,A6,N,N
08/11/2021 14:10,20414.099609375,2709.13989257812,4405.22998046875,1900.61999511719,22515.80078125,11084.5,5511.14990234375,1993.31994628906,70533.859375,E,Y,N
08/11/2021 14:15,20381.62109375,2705.83227539062,4425.58349609375,1900.32458496094,22581.3671875,11081.7958984375,5529.25390625,2002.591796875,70608.375,A6,N,N
08/11/2021 14:15,20454.099609375,2713.17993164063,4405.4501953125,1906.77001953125,22589.19921875,11124.7001953125,5523.759765625,2000.53002929688,70717.6875,E,Y,N
08/11/2021 14:20,20496,2713.2099609375,4406.31005859375,1911.17004394531,22659.599609375,11162,5535.77001953125,2008.25,70892.3125,E,Y,N
08/11/2021 14:20,20395.06640625,2711.24365234375,4432.462890625,1904.61010742188,22653.0859375,11104.244140625,5542.28955078125,2009.35412597656,70752.3515625,A6,N,N
08/11/2021 14:25,20407.009765625,2715.93383789063,4438.98876953125,1908.83630371094,22722.384765625,11125.2431640625,5554.74462890625,2015.88806152344,70889.03125,A6,N,N
08/11/2021 14:25,20536.69921875,2714.47998046875,4407,1915.10998535156,22727.900390625,11194.7998046875,5546.10009765625,2016.68994140625,71058.7734375,E,Y,N
08/11/2021 14:30,20576.30078125,2723.93994140625,4407.7998046875,1919.80004882812,22792.5,11224.099609375,5555.68994140625,2023.5,71223.625,E,Y,N
08/11/2021 14:30,20417.455078125,2719.90283203125,4445.16162109375,1913.00305175781,22789.2578125,11144.7939453125,5566.619140625,2022.19360351563,71018.390625,A6,N,N
08/11/2021 14:35,20613.30078125,2736.01000976563,4407.81982421875,1925.18994140625,22854.19921875,11254.2001953125,5565.14013671875,2027.5400390625,71383.3984375,E,Y,N
08/11/2021 14:35,20426.400390625,2723.15063476563,4450.9814453125,1917.11047363281,22853.7109375,11162.8955078125,5577.91259765625,2028.27075195313,71140.4296875,A6,N,N
08/11/2021 14:40,20646.19921875,2746.48999023437,4407.5498046875,1929.81005859375,22914.30078125,11286.2001953125,5573.22021484375,2030.77001953125,71534.546875,E,Y,N
08/11/2021 14:40,20433.84375,2725.67700195312,4456.4482421875,1921.15856933594,22915.740234375,11179.5478515625,5588.625,2034.11950683594,71255.15625,A6,N,N
