IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/11/2021 06:05,13718.9892578125,1731.22045898438,4020.40063476563,1280.78466796875,14063.880859375,7115.33984375,3336.57080078125,1329.03991699219,46596.2265625,A6,N,N
08/11/2021 06:05,13763.7001953125,1737.2900390625,4023.85009765625,1285.2900390625,14095.400390625,7126.08984375,3364.18994140625,1345.40002441406,46741.2109375,E,Y,N
08/11/2021 06:10,13830,1739.98999023438,4024.169921875,1290.9599609375,14175.2998046875,7177.2998046875,3387.19995117187,1354.01000976563,46978.93359375,E,Y,N
08/11/2021 06:10,13724.232421875,1737.07788085938,4019.93115234375,1283.08703613281,14097.35546875,7148.08349609375,3327.17700195313,1321.81884765625,46658.765625,A6,N,N
08/11/2021 06:15,13731.2109375,1742.87915039063,4019.3544921875,1285.47448730469,14130.84765625,7179.8076171875,3318.66040039063,1315.07067871094,46723.3046875,A6,N,N
08/11/2021 06:15,13889,1745.90002441406,4024.34008789063,1295.96997070313,14254.900390625,7224.759765625,3409,1360.63000488281,47204.49609375,E,Y,N
08/11/2021 06:20,13739.9248046875,1748.62426757813,4018.67065429688,1287.94689941406,14164.3583984375,7210.51123046875,3311.02075195313,1308.79528808594,46789.8515625,A6,N,N
08/11/2021 06:20,13931.7998046875,1756.18005371094,4024.3701171875,1299.14001464844,14321.7001953125,7261.580078125,3423.25,1365.06994628906,47383.09375,E,Y,N
08/11/2021 06:25,13750.373046875,1754.31335449219,4017.87939453125,1290.50439453125,14197.88671875,7240.19482421875,3304.2578125,1302.99267578125,46858.40234375,A6,N,N
08/11/2021 06:25,13958.7001953125,1766.64001464844,4024.82006835938,1301.43005371094,14358.2998046875,7291.740234375,3432.40991210938,1369.03002929688,47503.07421875,E,Y,N
08/11/2021 06:30,13762.5556640625,1759.9462890625,4016.98120117188,1293.14685058594,14231.43359375,7268.85888671875,3298.3720703125,1297.66296386719,46928.95703125,A6,N,N
08/11/2021 06:30,13979,1771.01000976563,4025.56005859375,1302.48999023437,14382.400390625,7318.2099609375,3440.38989257812,1372.11999511719,47591.18359375,E,Y,N
08/11/2021 06:35,13776.4736328125,1765.52319335938,4015.9755859375,1295.87438964844,14264.998046875,7296.50244140625,3293.36328125,1292.80590820313,47001.515625,A6,N,N
08/11/2021 06:35,13992.7001953125,1767.47998046875,4026.46997070312,1303.22998046875,14404.599609375,7353.1201171875,3447.48999023438,1375.48999023438,47670.578125,E,Y,N
08/11/2021 06:40,13998.2001953125,1763.58996582031,4028.1201171875,1304.53002929688,14436.7998046875,7399.3701171875,3454.38989257812,1379.09997558594,47764.1015625,E,Y,N
08/11/2021 06:40,13792.1259765625,1771.04382324219,4014.86279296875,1298.68701171875,14298.5810546875,7323.1259765625,3289.23120117188,1288.42175292969,47076.078125,A6,N,N
08/11/2021 06:45,13994.599609375,1759.01000976563,4030.06005859375,1306.26000976563,14454.400390625,7445.4599609375,3457.44995117187,1381.71997070313,47828.95703125,E,Y,N
08/11/2021 06:45,13809.513671875,1776.50842285156,4013.64282226562,1301.58459472656,14332.181640625,7348.7294921875,3285.97631835937,1284.51049804688,47152.6484375,A6,N,N
08/11/2021 06:50,13982.5,1754.30004882813,4031.81005859375,1307.38000488281,14456.5,7468.02978515625,3456.22998046875,1381.51000976563,47838.265625,E,Y,N
08/11/2021 06:50,13828.6357421875,1781.9169921875,4012.3154296875,1304.56713867187,14365.8017578125,7373.31298828125,3283.59814453125,1281.07189941406,47231.21484375,A6,N,N
08/11/2021 06:55,13849.4931640625,1787.26940917969,4010.88110351563,1307.634765625,14399.4384765625,7396.87646484375,3282.09716796875,1278.10620117188,47311.796875,A6,N,N
08/11/2021 06:55,13964.599609375,1742.18994140625,4034.330078125,1307.73999023437,14448.599609375,7476.22021484375,3449.17993164063,1380.0400390625,47802.8984375,E,Y,N
08/11/2021 07:00,13951.2001953125,1735.64001464844,4039.76000976563,1308.44995117188,14443.2998046875,7482.91015625,3441.17993164063,1380.25,47782.6875,E,Y,N
08/11/2021 07:00,13872.0849609375,1792.56567382813,4009.33935546875,1310.78747558594,14433.09375,7419.419921875,3281.47290039063,1275.61328125,47394.375,A6,N,N
08/11/2021 07:05,13896.4111328125,1797.80590820313,4007.6904296875,1314.02514648438,14466.767578125,7440.94287109375,3281.72583007812,1273.59326171875,47478.9609375,A6,N,N
08/11/2021 07:05,13949,1729.05004882812,4043.85009765625,1309,14447.7001953125,7492.66015625,3436.2900390625,1380.94995117187,47788.5,E,Y,N
08/11/2021 07:10,13922.47265625,1802.98999023438,4005.93432617188,1317.34777832031,14500.458984375,7461.4462890625,3282.85546875,1272.04602050781,47565.55078125,A6,N,N
08/11/2021 07:10,13961.599609375,1730.58996582031,4044.86010742188,1310.5,14465.2998046875,7501.58984375,3436.80004882813,1380.93994140625,47832.1796875,E,Y,N
