IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/11/2021 02:05,13975.900390625,1668.91003417969,4037.42993164063,1348.97998046875,14870.7001953125,7048,3517.18994140625,1500.66003417969,47967.7734375,E,Y,N
08/11/2021 02:05,13971.2216796875,1666.27893066406,4030.61157226563,1350.26110839844,14876.6201171875,7050.998046875,3518.34887695313,1503.18811035156,47967.52734375,A6,N,N
08/11/2021 02:10,13933.8369140625,1658.42736816406,4020.51977539062,1347.01391601563,14825.0341796875,7026.42529296875,3507.19921875,1501.42346191406,47819.87890625,A6,N,N
08/11/2021 02:10,13941.7001953125,1664.15002441406,4033.78002929688,1345.18005371094,14816.400390625,7014.31982421875,3504.85009765625,1495.68994140625,47816.07421875,E,Y,N
08/11/2021 02:15,13910.7001953125,1660.26000976563,4030.60009765625,1342.02001953125,14761.2998046875,6993.8701171875,3493.44995117187,1491.68994140625,47683.890625,E,Y,N
08/11/2021 02:15,13897.990234375,1650.93408203125,4010.94360351563,1343.845703125,14775.00390625,7002.61474609375,3496.37426757812,1499.58679199219,47677.29296875,A6,N,N
08/11/2021 02:20,13863.6806640625,1643.79931640625,4001.88232421875,1340.75659179687,14726.52734375,6979.5654296875,3485.87426757813,1497.67797851562,47539.76953125,A6,N,N
08/11/2021 02:20,13878.400390625,1653.7900390625,4027.01000976563,1339.46997070313,14708.099609375,6967.419921875,3482.09008789063,1487.80004882813,47544.0859375,E,Y,N
08/11/2021 02:25,13845.2998046875,1646.16003417969,4022.8701171875,1336.56994628906,14656.7001953125,6936.64990234375,3470.64990234375,1483.92004394531,47398.8203125,E,Y,N
08/11/2021 02:25,13830.9091796875,1637.02307128906,3993.33642578125,1337.74645996094,14679.6044921875,6957.27783203125,3475.69946289062,1495.69702148438,47407.29296875,A6,N,N
08/11/2021 02:30,13812.599609375,1640.38000488281,4019.169921875,1333.78002929688,14608,6908.7900390625,3459.1201171875,1479.71997070313,47261.55859375,E,Y,N
08/11/2021 02:30,13799.67578125,1630.60510253906,3985.3056640625,1334.8154296875,14634.2373046875,6935.75244140625,3465.84936523438,1493.64404296875,47279.88671875,A6,N,N
08/11/2021 02:35,13781.7998046875,1636.73999023437,4016.580078125,1330.66003417969,14561.2001953125,6888.47021484375,3447.60009765625,1475.60998535156,47138.66015625,E,Y,N
08/11/2021 02:35,13769.98046875,1624.54553222656,3977.7900390625,1331.96350097656,14590.423828125,6914.98876953125,3456.32421875,1491.51892089844,47157.53515625,A6,N,N
08/11/2021 02:40,13752.900390625,1634.25,4014.34008789062,1326.60998535156,14515.7998046875,6867.77001953125,3436.59008789063,1471.88000488281,47020.13671875,E,Y,N
08/11/2021 02:40,13741.822265625,1618.84436035156,3970.78979492188,1329.19055175781,14548.1640625,6894.98681640625,3447.1240234375,1489.32165527344,47040.24609375,A6,N,N
08/11/2021 02:45,13715.2021484375,1613.50170898437,3964.30444335938,1326.49658203125,14507.4599609375,6875.74658203125,3438.24877929688,1487.05224609375,46928.01171875,A6,N,N
08/11/2021 02:45,13724.7998046875,1631.60998535156,4011.02001953125,1323.63000488281,14469.2998046875,6841.68017578125,3426.2900390625,1468.88000488281,46897.20703125,E,Y,N
08/11/2021 02:50,13696.400390625,1624.66003417969,4007.2900390625,1321.55004882813,14421.7998046875,6813.509765625,3415.88989257813,1465.52001953125,46766.62109375,E,Y,N
08/11/2021 02:50,13690.1201171875,1608.51745605469,3958.33447265625,1323.88171386719,14468.3095703125,6857.26806640625,3429.69848632813,1484.71081542969,46820.84375,A6,N,N
