IntervalEnding,Coast,East,FarWest,North,NorthCentral,SouthCentral,Southern,West,SystemTotal,Model,InUseFlag,DSTFlag
08/12/2021 00:05,14474.443359375,1896.96008300781,4220.51025390625,1423.18017578125,16966.630859375,8686.2548828125,4056.70874023438,1568.0390625,53292.7265625,A6,N,N
08/12/2021 00:05,14454.400390625,1903.19995117188,4226.580078125,1424.5,16942.5,8686.91015625,4052.17993164063,1570.31005859375,53260.578125,E,Y,N
08/12/2021 00:10,14382.7998046875,1899.64001464844,4220.35009765625,1415.93005371094,16822.400390625,8626.330078125,4030,1560.43994140625,52957.88671875,E,Y,N
08/12/2021 00:10,14419.416015625,1882.79357910156,4209.345703125,1414.72778320313,16881.109375,8625.279296875,4035.90966796875,1557.35021972656,53025.93359375,A6,N,N
08/12/2021 00:15,14365.271484375,1869.03283691406,4198.49365234375,1406.43298339844,16796.90234375,8565.9599609375,4015.5205078125,1547.05249023438,52764.6640625,A6,N,N
08/12/2021 00:15,14313.7998046875,1886.01000976563,4212.4501953125,1407.77001953125,16715.30078125,8569,4008.8701171875,1549.06994628906,52662.26953125,E,Y,N
08/12/2021 00:20,14312.0087890625,1855.677734375,4187.95361328125,1398.29577636719,16714.009765625,8508.2978515625,3995.54150390625,1537.14599609375,52508.9296875,A6,N,N
08/12/2021 00:20,14246.099609375,1870.18005371094,4204.5400390625,1402.78002929688,16616.69921875,8514.1796875,3986.97998046875,1538.78002929688,52380.23828125,E,Y,N
08/12/2021 00:25,14259.62890625,1842.72839355469,4177.72607421875,1390.31604003906,16632.43359375,8452.2919921875,3975.97216796875,1527.63073730469,52258.73046875,A6,N,N
08/12/2021 00:25,14179.900390625,1856.81994628906,4197.43017578125,1398.91003417969,16522.69921875,8459.419921875,3965.22998046875,1530.23999023438,52110.6484375,E,Y,N
08/12/2021 00:30,14116.2998046875,1846.92004394531,4191.18994140625,1394.43994140625,16430.900390625,8405.1201171875,3944.35009765625,1523.08996582031,51852.3125,E,Y,N
08/12/2021 00:30,14208.130859375,1830.18493652344,4167.81103515625,1382.49389648438,16552.171875,8397.9423828125,3956.8125,1518.50659179687,52014.0546875,A6,N,N
08/12/2021 00:35,14157.515625,1818.04711914063,4158.20849609375,1374.82934570313,16473.2265625,8345.25,3938.06298828125,1509.77355957031,51774.9140625,A6,N,N
08/12/2021 00:35,14054.5,1838.23999023437,4184.91015625,1389.30004882813,16342.2001953125,8354.8701171875,3924.18994140625,1517.46997070312,51605.68359375,E,Y,N
08/12/2021 00:40,14107.783203125,1806.31506347656,4148.91796875,1367.32238769531,16395.59765625,8294.21484375,3919.72338867187,1501.43176269531,51541.30859375,A6,N,N
08/12/2021 00:40,13994.400390625,1830.14001464844,4177.85986328125,1384.63000488281,16257,8308.830078125,3904.44995117187,1512.92004394531,51370.23046875,E,Y,N
08/12/2021 00:45,14058.9326171875,1794.98876953125,4139.939453125,1359.97302246094,16319.2822265625,8244.8359375,3901.79345703125,1493.48107910156,51313.2265625,A6,N,N
08/12/2021 00:45,13935.7001953125,1820.81005859375,4169.8798828125,1380.2099609375,16171.099609375,8262.51953125,3885.2099609375,1506.88000488281,51132.3125,E,Y,N
08/12/2021 00:50,13879.2998046875,1810.53002929687,4161.93994140625,1375.25,16084.099609375,8212.6298828125,3866.51000976563,1499.25,50889.5078125,E,Y,N
08/12/2021 00:50,14010.96484375,1784.06811523438,4131.27392578125,1352.78112792969,16244.2822265625,8197.11328125,3884.27368164063,1485.92163085937,51090.6796875,A6,N,N
08/12/2021 00:55,13963.8798828125,1773.55334472656,4122.92041015625,1345.74682617188,16170.5986328125,8151.0478515625,3867.16357421875,1478.75329589844,50873.6640625,A6,N,N
08/12/2021 00:55,13824.7998046875,1798.81005859375,4156.64013671875,1369.9599609375,15996.2001953125,8162.47998046875,3847.82006835937,1491.90002441406,50648.609375,E,Y,N
08/12/2021 01:00,13772.099609375,1788.56994628906,4153.2001953125,1364.93005371094,15908.099609375,8117.58984375,3829.21997070313,1486.47998046875,50420.1875,E,Y,N
08/12/2021 01:00,13917.6767578125,1763.44421386719,4114.87939453125,1338.8701171875,16098.2294921875,8106.63916015625,3850.46337890625,1471.97607421875,50662.18359375,A6,N,N
08/12/2021 01:05,13872.3564453125,1753.74084472656,4107.150390625,1332.15100097656,16027.1767578125,8063.88720703125,3834.17309570313,1465.59008789063,50456.22265625,A6,N,N
08/12/2021 01:05,13720.599609375,1782.43994140625,4149.83984375,1360.78002929688,15819,8078.43017578125,3811.15991210938,1481.78002929687,50204.02734375,E,Y,N
08/12/2021 01:10,13669.900390625,1781.14001464844,4145.1298828125,1357.13000488281,15732.7998046875,8039.75,3793.13989257813,1476.68005371094,49995.671875,E,Y,N
08/12/2021 01:10,13827.9189453125,1744.44323730469,4099.73388671875,1325.58947753906,15957.4384765625,8022.79150390625,3818.29272460937,1459.59533691406,50255.8046875,A6,N,N
08/12/2021 01:15,13784.36328125,1735.55139160156,4092.6298828125,1319.185546875,15889.015625,7983.35302734375,3802.82202148437,1453.99169921875,50060.91015625,A6,N,N
08/12/2021 01:15,13621.2998046875,1777.06994628906,4140.330078125,1353.97998046875,15652.5,7998.56982421875,3775.09008789063,1471.09997558594,49789.94140625,E,Y,N
08/12/2021 01:20,13574.400390625,1768.09997558594,4136.18994140625,1351.26000976563,15580.599609375,7957.68017578125,3758.19995117187,1465.56005859375,49591.984375,E,Y,N
08/12/2021 01:20,13741.6904296875,1727.06530761719,4085.83813476562,1312.93908691406,15821.9091796875,7945.57080078125,3787.76147460937,1448.77917480469,49871.55078125,A6,N,N
